Customer_ID,Age,Gender,Income,Marital_Status,Education,Occupation,Location,Annual_Spending,Purchase_Frequency,Average_Order_Value,Product_Category_Preference,Last_Purchase_Days,Online_Purchases,Store_Purchases
CUST-00555,41,Female,134472.85,Single,Bachelor,Technician,Rural,8219.5,35,192.96,Electronics,1,10,24
CUST-00556,18,Female,101108.02,Single,High School,Service,Suburban,6282.24,17,354.84,Fashion,33,8,10
CUST-00557,33,Male,72106.07,Married,,Professional,Suburban,3483.07,19,214.31,Fashion,22,10,7
CUST-00558,33,Male,48489.27,Widowed,Bachelor,Entrepreneur,Urban,3312.26,14,182.3,Fashion,181,5,10
CUST-00559,31,Male,51111.82,Married,Master,Entrepreneur,Urban,2623.45,17,155.71,Fashion,254,6,11
CUST-00560,26,Male,33554.85,Married,Master,Entrepreneur,Urban,2206.25,12,193.45,Sports,136,4,8
CUST-00561,35,Male,135285.29,Divorced,Bachelor,Service,Suburban,7706.2,26,275.45,Fashion,54,14,12
CUST-00562,40,Male,82574.62,Single,Bachelor,Student,Urban,3815.56,20,164.83,Sports,3,9,9
CUST-00563,44,Female,96570.41,Single,Master,Retired,Urban,1686.36,1,1500.0,Fashion,177,0,0
CUST-00564,20,Male,48887.92,Divorced,Master,Student,Urban,2013.94,4,563.47,Fashion,108,2,0
CUST-00565,32,Female,,Single,Bachelor,Retired,Urban,2162.36,19,123.66,Sports,93,6,11
CUST-00566,25,Female,65841.52,Divorced,Bachelor,Manager,Urban,2162.05,12,147.73,Sports,118,7,7
CUST-00567,63,Male,96266.13,Single,Bachelor,Manager,Urban,1437.12,5,340.84,Books,156,1,5
CUST-00568,56,Female,192431.02,Married,Bachelor,Technician,Rural,9752.54,35,258.59,Home,28,14,21
CUST-00569,32,Male,70053.94,Married,Bachelor,Manager,Urban,5514.64,11,,Groceries,80,6,4
CUST-00570,25,Female,50295.18,Married,Bachelor,Service,Suburban,360.85,11,37.4,Beauty,108,3,8
CUST-00571,30,Female,36027.38,Widowed,High School,Professional,Urban,2642.99,32,88.71,Groceries,15,13,20
CUST-00572,58,Female,29375.3,Married,High School,Entrepreneur,Suburban,1340.53,5,265.3,Groceries,225,1,6
CUST-00573,26,Male,37972.33,Married,Bachelor,Student,Suburban,1400.53,15,84.41,Beauty,57,7,6
CUST-00574,29,Female,66643.08,Married,Bachelor,Professional,Rural,771.0,10,82.16,Home,282,1,8
CUST-00575,18,Female,116158.74,Single,High School,Retired,Urban,6753.58,28,214.9,Fashion,21,22,5
CUST-00576,32,Female,38526.57,Divorced,High School,Retired,Urban,1584.34,14,133.74,Groceries,125,7,6
CUST-00577,32,Male,107433.08,Single,High School,Entrepreneur,Urban,6387.58,38,156.73,Electronics,51,34,6
CUST-00578,19,Female,48695.01,Married,Bachelor,Entrepreneur,Urban,1088.27,10,109.35,Fashion,77,4,7
CUST-00579,28,Male,64231.53,Married,Master,Manager,Suburban,4723.49,40,112.29,Books,17,35,6
CUST-00580,27,Female,73392.9,Married,High School,Retired,Urban,7313.41,36,234.57,Fashion,38,15,22
CUST-00581,37,Female,23037.66,Married,High School,Retired,Suburban,1934.22,7,266.55,Fashion,85,2,5
CUST-00582,29,Female,37196.04,Single,Bachelor,Manager,Urban,1383.41,11,154.0,Fashion,114,3,10
CUST-00583,36,Male,176935.74,Single,Bachelor,Professional,Suburban,7191.63,35,239.99,Beauty,31,24,9
CUST-00584,18,Female,63680.85,Married,High School,Professional,Urban,5576.05,12,497.96,Groceries,97,8,3
CUST-00585,20,Non-binary,77473.96,Married,Bachelor,Service,Urban,6139.89,32,142.71,Electronics,34,25,8
CUST-00586,23,Male,,Married,Bachelor,Technician,Urban,2808.32,5,599.0,Fashion,189,2,5
CUST-00587,18,Male,125975.05,Single,Bachelor,Professional,Suburban,11261.58,39,293.83,Electronics,20,13,28
CUST-00588,31,Female,52007.56,Married,Bachelor,Retired,Suburban,5172.46,24,228.37,Home,17,16,7
CUST-00589,47,Female,58168.14,Married,Bachelor,Professional,Urban,7313.64,19,464.4,Home,65,12,8
CUST-00590,42,Male,172451.66,Married,High School,Professional,Rural,7948.44,43,179.99,Fashion,32,20,24
CUST-00591,36,Female,96379.57,Married,Master,Entrepreneur,Urban,5055.28,24,260.53,Beauty,22,19,5
CUST-00592,50,Female,77835.73,Married,Master,Entrepreneur,Urban,3971.44,24,178.74,Groceries,58,14,10
CUST-00593,22,Female,47999.91,Single,High School,Student,Suburban,3684.67,28,116.42,Groceries,4,11,15
CUST-00594,18,Female,32729.39,Married,Master,Manager,Rural,2354.02,10,259.72,Fashion,129,5,3
CUST-00595,26,Female,179153.08,Single,High School,Entrepreneur,Suburban,11139.85,34,378.94,Electronics,15,9,27
CUST-00596,42,Female,87898.07,Single,Master,Student,Suburban,3651.1,26,115.06,Home,144,9,15
CUST-00597,61,Male,66764.92,Married,Master,Technician,Urban,975.96,6,186.47,Home,326,1,4
CUST-00598,42,Male,49353.39,Married,Master,Technician,Urban,1164.25,10,108.79,Beauty,126,4,8
CUST-00599,30,Male,76383.78,Single,Bachelor,Retired,Urban,6475.99,51,144.88,Electronics,33,37,14
CUST-00600,34,Male,41927.91,Married,Master,Manager,Urban,2349.53,13,201.7,Groceries,138,6,5
CUST-00601,56,Male,75043.76,Married,Bachelor,Professional,Rural,3866.1,10,426.67,Groceries,49,8,4
CUST-00602,45,Female,79597.64,Divorced,High School,Professional,Suburban,1871.17,9,207.5,Home,139,2,7
CUST-00603,26,Male,83139.38,Single,High School,Student,Urban,9095.14,32,319.56,Books,36,19,15
CUST-00604,59,Male,95309.98,Married,Master,Student,Suburban,2509.57,1,1500.0,Groceries,82,0,0
CUST-00605,20,Non-binary,90028.52,Married,Bachelor,Student,Urban,7998.12,30,241.28,Books,5,26,3
CUST-00606,33,Female,65899.87,Married,Bachelor,Technician,Suburban,1127.49,15,59.79,Home,259,4,9
CUST-00607,18,Male,71470.86,Single,High School,Professional,Urban,8412.58,38,235.74,Books,56,22,14
CUST-00608,45,Male,113404.2,Married,Bachelor,Manager,Suburban,12062.99,42,266.61,Electronics,58,23,17
CUST-00609,48,Male,,Single,Master,Student,Suburban,120.0,7,15.0,Groceries,155,1,8
CUST-00610,40,Male,77062.43,Married,Bachelor,Student,Suburban,5587.21,30,180.6,Groceries,1,12,18
CUST-00611,26,Male,42966.33,Single,Bachelor,Student,Suburban,1047.18,19,60.9,Sports,162,10,9
CUST-00612,25,Male,53778.06,Married,Bachelor,Professional,Urban,2165.32,4,558.79,Fashion,129,2,4
CUST-00613,44,Male,110131.56,Single,Bachelor,Student,Urban,6509.31,34,197.33,Fashion,38,34,0
CUST-00614,33,Male,92008.6,Married,Master,Retired,Suburban,4666.96,42,125.65,Fashion,61,34,10
CUST-00615,19,Female,80294.2,Married,Bachelor,Service,Urban,4070.84,22,193.12,Fashion,131,9,14
CUST-00616,51,Male,39806.0,Widowed,Bachelor,Student,Urban,2205.91,10,196.74,Books,355,3,5
CUST-00617,43,Male,19457.64,Married,High School,Entrepreneur,Urban,1669.03,5,364.97,Books,288,1,2
CUST-00618,32,Female,55727.97,Married,Bachelor,Professional,Suburban,5472.08,19,271.76,Groceries,50,9,8
CUST-00619,57,Female,130073.29,Single,Bachelor,Manager,Rural,12358.88,37,398.13,Beauty,18,8,30
CUST-00620,41,Female,213791.7,Married,Master,Retired,Rural,8361.68,47,194.17,Electronics,14,19,27
CUST-00621,28,Male,75775.97,Single,Bachelor,Manager,Urban,1501.11,6,261.02,Groceries,208,1,7
CUST-00622,27,Male,43353.46,Divorced,Master,Retired,Urban,2483.32,3,804.23,Fashion,86,1,2
CUST-00623,29,Female,93253.15,Single,Master,Retired,Urban,8953.83,32,262.53,Beauty,9,20,12
CUST-00624,42,Male,102649.1,Single,PhD,Retired,Urban,3271.4,25,100.94,Sports,7,11,14
CUST-00625,23,Male,133696.87,Married,Bachelor,Retired,Urban,5801.95,31,178.14,Beauty,44,28,2
CUST-00626,33,Male,94842.86,Single,High School,Entrepreneur,Suburban,5745.63,34,173.02,Sports,69,8,27
CUST-00627,41,Male,52297.44,Single,Bachelor,Technician,Suburban,2143.32,4,564.92,Books,262,1,5
CUST-00628,34,Male,169227.03,Single,Master,Service,Urban,9529.96,29,310.55,Beauty,66,15,12
CUST-00629,29,Male,37126.07,Single,Master,Technician,Suburban,1663.35,9,180.83,Fashion,179,2,6
CUST-00630,47,Female,40163.27,Married,High School,Retired,Urban,120.0,6,16.97,Groceries,243,2,6
CUST-00631,18,Male,125782.83,Widowed,PhD,Service,Suburban,4626.35,42,117.25,Electronics,23,34,10
CUST-00632,62,Female,77531.37,Married,Bachelor,Professional,Suburban,120.0,8,15.0,Home,248,2,8
CUST-00633,41,Male,121544.36,Single,Bachelor,Entrepreneur,Suburban,5799.94,37,191.46,Fashion,1,17,18
CUST-00634,25,Male,69007.88,Married,Bachelor,Professional,Rural,7125.56,18,412.13,Sports,121,10,9
CUST-00635,37,Male,147587.23,Married,,Professional,Urban,10863.25,44,221.82,Home,17,21,21
CUST-00636,52,Male,135896.92,Married,Bachelor,Professional,Urban,9687.59,24,299.47,Fashion,53,11,11
CUST-00637,25,Female,51057.8,Single,Bachelor,Student,Suburban,2023.52,12,206.1,Fashion,93,6,6
CUST-00638,46,Female,90968.29,Married,High School,Service,Urban,2174.48,11,105.46,Books,284,3,7
CUST-00639,65,Female,78357.83,Married,PhD,Manager,Urban,1679.77,8,239.13,Fashion,336,2,6
CUST-00640,18,Female,104021.8,Single,Bachelor,Entrepreneur,Suburban,5155.63,46,115.48,Beauty,26,35,11
CUST-00641,52,Male,41077.57,Married,Bachelor,Service,Suburban,139.21,8,18.51,Groceries,310,2,5
CUST-00642,47,Male,72588.88,Married,Master,Service,Suburban,1246.88,9,134.05,Fashion,182,2,9
CUST-00643,40,Male,168501.32,Divorced,Bachelor,Service,Suburban,7477.09,27,287.05,Fashion,36,10,18
CUST-00644,47,Male,62560.27,Single,Bachelor,Student,Urban,5771.29,17,336.7,Groceries,37,8,11
CUST-00645,18,Female,39561.89,Divorced,High School,Student,Urban,1551.53,20,79.3,Groceries,3,5,15
CUST-00646,21,Female,100068.72,Divorced,Bachelor,Student,Rural,6758.78,28,252.9,Beauty,39,23,5
CUST-00647,40,Female,161739.98,Single,,Student,Urban,9643.54,27,392.32,Fashion,1,13,15
CUST-00648,25,Female,59058.15,Widowed,High School,Service,Suburban,2033.11,16,148.67,Fashion,195,7,11
CUST-00649,18,Male,53440.75,Married,High School,Technician,Urban,2505.47,11,254.78,Groceries,152,3,8
CUST-00650,55,Female,172432.26,Married,High School,Technician,Urban,11092.06,22,423.36,Fashion,31,10,10
CUST-00651,41,Female,95782.09,Single,Bachelor,Retired,Suburban,4665.95,42,98.56,Sports,46,16,25
CUST-00652,38,Female,88676.71,Married,Bachelor,Retired,Suburban,6967.3,33,195.32,Electronics,35,22,13
CUST-00653,44,Female,53707.7,Married,Master,Professional,Urban,2802.56,20,138.02,Fashion,139,9,10
CUST-00654,37,Male,76278.86,Single,Master,Student,Urban,6018.69,38,167.06,Home,42,21,17
CUST-00655,34,Female,101242.56,Married,Bachelor,Technician,Suburban,8938.36,36,260.93,Beauty,33,24,14
CUST-00656,31,Female,85172.64,Widowed,High School,Student,Suburban,2255.91,25,104.07,Fashion,68,8,17
CUST-00657,20,Male,84655.66,Single,Bachelor,Entrepreneur,Urban,4643.92,22,199.63,Fashion,47,20,4
CUST-00658,34,Male,79766.72,Single,Master,Retired,Urban,4382.02,31,179.16,Sports,82,15,15
CUST-00659,39,Male,43227.88,Divorced,Master,Manager,Rural,1269.46,14,93.25,Beauty,170,6,8
CUST-00660,35,Male,95942.71,Divorced,Bachelor,Technician,Urban,3790.84,41,100.93,Groceries,23,20,23
CUST-00661,18,Male,51911.8,Married,Bachelor,Professional,Rural,5244.2,22,218.47,Groceries,51,7,17
CUST-00662,18,Male,98083.37,Married,Master,Manager,Urban,6318.49,26,212.77,Books,38,22,5
CUST-00663,36,Male,78813.47,Divorced,Master,Professional,Urban,6155.64,17,363.11,Home,127,9,10
CUST-00664,45,Female,106569.78,Married,Bachelor,Technician,Suburban,8771.36,29,251.17,Home,1,8,20
CUST-00665,46,Female,78298.43,Married,High School,Retired,Urban,4241.72,24,167.9,Fashion,128,16,10
CUST-00666,27,Female,89442.58,Married,Master,Student,Urban,908.62,1,788.28,Home,280,0,2
CUST-00667,43,Male,51051.4,Single,High School,Service,Urban,2325.43,9,293.94,Books,192,2,5
CUST-00668,33,Male,96835.69,Single,Bachelor,Service,Suburban,5895.04,34,165.79,Books,27,28,8
CUST-00669,52,Male,83696.56,Married,Master,Professional,Rural,4617.52,17,295.71,Sports,46,7,11
CUST-00670,37,Female,45425.62,Divorced,Bachelor,Service,Suburban,1202.78,17,73.15,Groceries,1,7,9
CUST-00671,50,Male,135639.2,Married,High School,Student,Urban,9027.02,46,207.35,Home,33,20,28
CUST-00672,43,Male,48664.48,Single,High School,Professional,Urban,1270.45,15,78.09,Groceries,119,5,11
CUST-00673,30,Male,,Widowed,Bachelor,Service,Suburban,5188.33,43,132.44,Electronics,28,30,15
CUST-00674,57,Female,63223.48,Married,Bachelor,Retired,Urban,1581.83,9,186.04,Fashion,174,2,5
CUST-00675,18,Male,40109.0,Married,High School,Service,Urban,1780.21,13,119.16,Sports,43,6,7
CUST-00676,18,Female,93778.47,Single,Bachelor,Service,Urban,1585.41,33,36.27,Sports,183,15,20
CUST-00677,34,Male,,Widowed,Master,Student,Rural,4971.52,35,126.75,,33,28,5
CUST-00678,35,Male,30593.64,Divorced,Master,Service,Urban,2177.69,14,122.16,Sports,216,7,5
CUST-00679,37,Female,183654.21,Married,Bachelor,Service,Urban,7686.31,36,245.98,Fashion,21,17,19
CUST-00680,47,Male,73067.2,Married,Bachelor,Retired,Urban,2883.12,7,553.62,Fashion,97,3,2
CUST-00681,34,Male,98195.54,Married,Bachelor,Technician,Suburban,8365.47,35,297.79,Electronics,24,12,23
CUST-00682,27,Female,68480.33,Married,High School,Professional,Rural,2609.4,23,117.68,Fashion,33,16,5
CUST-00683,50,Female,,Single,Master,Professional,Urban,9522.46,36,224.91,Electronics,34,15,19
CUST-00684,31,Male,90729.31,Single,Bachelor,Retired,Suburban,5639.53,20,309.69,Sports,113,8,11
CUST-00685,43,Male,51432.02,Single,Bachelor,Technician,Urban,1854.22,16,87.43,Sports,84,7,7
CUST-00686,40,Male,69924.56,Single,High School,Retired,Urban,6437.55,16,417.61,Fashion,107,7,10
CUST-00687,48,Female,85187.34,Married,Master,Retired,Urban,5809.43,29,252.73,Sports,124,12,15
CUST-00688,28,Female,65813.9,Divorced,Bachelor,Entrepreneur,Urban,3915.47,47,86.56,Beauty,25,39,7
CUST-00689,45,Male,38198.51,Married,Master,Service,Urban,782.0,8,73.46,Fashion,236,3,5
CUST-00690,35,Female,50143.16,Divorced,Master,Student,Urban,1207.33,8,153.39,Sports,64,3,7
CUST-00691,34,Female,86555.81,Married,High School,Service,Urban,5429.24,24,224.57,Groceries,166,14,12
CUST-00692,24,Male,84650.91,Married,Bachelor,Service,Urban,4750.73,39,131.8,Books,40,30,8
CUST-00693,39,Female,92606.89,Married,Bachelor,Service,Urban,4445.87,33,122.07,Fashion,67,16,19
CUST-00694,18,Male,102173.87,Single,Bachelor,Entrepreneur,Rural,5199.6,18,260.02,Fashion,159,11,9
CUST-00695,28,Female,129827.25,Single,Bachelor,Student,Urban,6056.58,22,230.16,Fashion,39,15,6
CUST-00696,46,Male,45057.87,Divorced,High School,Entrepreneur,Urban,3164.56,15,247.06,Sports,106,6,11
CUST-00697,61,Female,90264.14,Single,High School,Retired,Urban,885.0,4,197.24,Books,319,1,2
CUST-00698,33,Male,18118.4,Single,High School,Retired,Urban,2934.72,17,163.76,Fashion,64,4,12
CUST-00699,22,Female,54939.63,Married,Master,Student,Suburban,2201.74,11,200.6,Sports,93,4,7
CUST-00700,25,Male,56500.91,Single,High School,Service,Suburban,4411.27,39,99.16,Sports,66,19,20
CUST-00701,42,Female,94091.07,Divorced,High School,Service,Urban,6501.29,33,251.97,Sports,128,14,18
CUST-00702,28,Male,87225.81,Single,Bachelor,Technician,Urban,4342.3,27,133.61,Groceries,109,14,11
CUST-00703,43,Female,201654.12,Married,Master,Service,Urban,9640.38,32,368.9,Electronics,21,9,23
CUST-00704,33,Female,102844.35,Divorced,High School,Retired,Urban,4860.18,38,149.25,Books,43,31,6
CUST-00705,34,Male,70432.43,Married,High School,Manager,Urban,4167.46,28,153.83,Home,119,14,15
CUST-00706,38,Female,44425.17,Single,Master,Retired,Urban,1014.93,14,65.62,Fashion,207,3,13
CUST-00707,47,Male,77985.55,Married,Bachelor,Service,Urban,836.27,7,133.83,Books,274,1,7
CUST-00708,30,Male,90367.19,Married,Master,Service,Suburban,530.28,6,81.81,Books,218,1,7
CUST-00709,18,Male,49467.57,Married,High School,Service,Urban,6703.7,27,258.46,Groceries,93,15,11
CUST-00710,51,Male,109756.34,Married,Bachelor,Service,Urban,4996.57,15,403.96,Fashion,28,8,9
CUST-00711,23,Male,86170.35,Divorced,Master,Entrepreneur,Suburban,5045.7,29,171.51,Books,65,22,8
CUST-00712,48,Female,43622.14,Single,Master,Manager,Suburban,770.46,14,63.0,Groceries,126,4,12
CUST-00713,52,Male,64961.77,Single,Bachelor,Retired,Suburban,985.77,2,429.96,Books,342,1,0
CUST-00714,38,Male,63113.98,Divorced,High School,Entrepreneur,Rural,5887.61,37,195.06,Fashion,64,26,13
CUST-00715,54,Female,83119.63,Divorced,High School,Student,Suburban,1285.89,6,173.9,Home,306,2,6
CUST-00716,36,Female,46501.21,Married,Bachelor,Entrepreneur,Urban,6219.31,24,224.95,Sports,1,14,10
CUST-00717,28,Male,37994.3,Married,Bachelor,Retired,Suburban,2173.61,19,112.99,Groceries,199,8,11
CUST-00718,41,Female,128175.26,Married,Master,Service,Urban,4749.65,40,103.3,Electronics,36,13,26
CUST-00719,18,Female,45496.91,Married,High School,Entrepreneur,Suburban,1489.44,10,139.71,Beauty,67,3,6
CUST-00720,25,Male,105642.11,Married,Bachelor,Manager,Urban,6714.79,24,311.14,Beauty,30,17,7
CUST-00721,27,Male,56200.11,Single,Master,Technician,Urban,2058.96,17,128.62,Fashion,84,4,11
CUST-00722,27,Female,106754.07,Single,High School,Professional,Urban,6509.52,22,312.7,Groceries,129,10,14
CUST-00723,42,Female,113703.92,Divorced,High School,Retired,Rural,7134.23,41,143.7,Beauty,44,20,22
CUST-00724,32,Male,75866.86,Married,High School,Technician,Urban,3921.41,38,111.72,Books,29,31,6
CUST-00725,38,Female,178869.51,Single,Bachelor,Technician,Urban,7897.42,32,228.52,Beauty,17,14,20
CUST-00726,55,Female,122649.48,Married,Bachelor,Entrepreneur,Urban,8630.87,29,265.12,Home,27,13,15
CUST-00727,33,Male,71558.19,Single,Bachelor,Student,Suburban,4596.48,23,219.15,Sports,84,13,12
CUST-00728,40,Male,129362.7,Married,Master,Professional,Suburban,9259.67,38,242.03,Home,16,20,16
CUST-00729,45,Female,51781.52,Married,High School,Retired,Suburban,3418.8,26,121.69,Sports,39,11,14
CUST-00730,38,Male,53175.06,Married,High School,Student,Urban,707.07,18,36.4,Groceries,130,5,12
CUST-00731,19,Male,104081.34,Divorced,High School,Retired,Suburban,4975.46,16,273.04,Groceries,74,9,5
CUST-00732,28,Male,113043.21,Single,Master,Student,Suburban,11595.68,39,269.09,Home,47,21,20
CUST-00733,55,Non-binary,186006.27,Single,High School,Professional,Suburban,8980.9,41,250.22,Fashion,67,25,17
CUST-00734,53,Male,63313.26,Married,Master,Entrepreneur,Urban,4405.12,18,239.0,Home,63,10,7
CUST-00735,43,Female,102606.18,Single,High School,Technician,Suburban,6835.58,29,204.15,Beauty,16,11,20
CUST-00736,40,Female,29171.56,Divorced,Bachelor,Professional,Rural,1867.91,10,159.31,Groceries,114,6,3
CUST-00737,31,Female,70699.51,Married,Master,Manager,Suburban,4328.77,12,333.64,Fashion,96,4,9
CUST-00738,40,Male,79001.98,Divorced,Bachelor,Manager,Suburban,5949.78,21,262.32,Sports,135,14,5
CUST-00739,44,Female,67878.52,Divorced,High School,Service,Urban,5103.13,23,189.48,Groceries,29,10,15
CUST-00740,40,Female,82996.09,Married,High School,Retired,Urban,5089.12,27,156.72,Home,38,10,19
CUST-00741,52,Female,150194.01,Married,High School,Manager,Suburban,12668.87,39,271.69,Home,25,20,21
CUST-00742,44,Male,76218.25,Married,High School,Manager,Urban,7783.83,20,360.37,Electronics,51,7,13
CUST-00743,19,Female,55384.88,Divorced,Bachelor,Student,Urban,6243.05,34,207.73,Electronics,29,27,7
CUST-00744,37,Female,154973.23,Divorced,Bachelor,Service,Rural,11761.23,44,233.86,Home,29,16,29
CUST-00745,40,Female,39752.8,Married,Master,Manager,Urban,1623.35,21,75.77,Beauty,43,10,10
CUST-00746,18,Male,35975.65,Single,Master,Manager,Suburban,1323.21,2,730.93,Groceries,87,1,0
CUST-00747,46,Male,77093.12,Single,Master,Student,Urban,3757.68,15,256.65,Groceries,49,7,6
CUST-00748,53,Male,63265.19,Married,Master,Entrepreneur,Urban,2678.87,23,128.46,Groceries,105,14,8
CUST-00749,50,Male,70005.82,Divorced,Bachelor,Manager,Rural,1999.38,8,205.75,Books,232,1,8
CUST-00750,52,Non-binary,52695.55,Married,High School,Student,Suburban,1756.77,11,180.82,Groceries,144,4,5
CUST-00751,25,Male,58167.96,Married,Master,Retired,Urban,4614.03,29,,Home,52,14,14
CUST-00752,42,Female,88897.87,Married,Master,Student,Urban,3593.81,30,123.46,Home,54,15,14
CUST-00753,30,Male,68338.35,Married,Bachelor,Retired,Suburban,3398.36,11,334.05,Sports,163,4,8
CUST-00754,33,Male,35122.39,Divorced,Bachelor,Service,Suburban,3227.82,30,122.98,Sports,137,16,15
CUST-00755,28,Female,27321.09,Widowed,High School,Student,Suburban,1873.59,13,171.2,Fashion,130,5,8
CUST-00756,18,Female,107479.45,Single,Master,Professional,Urban,2307.19,19,135.59,Groceries,74,7,12
CUST-00757,29,Female,121821.59,Single,Bachelor,Retired,Urban,4311.98,21,191.99,Groceries,153,7,14
CUST-00758,30,Male,128041.37,Single,Bachelor,Manager,Rural,6455.9,19,305.26,Books,33,14,5
CUST-00759,53,Male,172890.74,Married,Bachelor,Professional,Suburban,10011.37,35,307.41,Home,23,9,25
CUST-00760,38,Female,82460.39,Married,Bachelor,Professional,Urban,4702.46,24,196.81,Fashion,83,13,10
CUST-00761,28,Male,62508.67,Married,Master,Manager,Urban,1635.52,6,272.29,Books,282,2,4
CUST-00762,53,Male,64033.97,Married,High School,Entrepreneur,Suburban,10402.49,43,234.16,Beauty,15,17,24
CUST-00763,29,Female,82528.25,Married,High School,Manager,Suburban,12154.93,36,321.91,Beauty,25,17,18
CUST-00764,40,Female,155103.12,Single,PhD,Retired,Urban,10548.46,42,250.92,Electronics,35,15,28
CUST-00765,23,Male,84026.11,Divorced,Bachelor,Professional,Suburban,6399.51,30,220.27,Books,39,19,9
CUST-00766,55,Female,169557.1,Married,Bachelor,Retired,Urban,11812.83,27,438.41,Home,52,13,15
CUST-00767,32,Female,33945.29,Single,Bachelor,Technician,Rural,3297.85,41,76.77,Fashion,9,20,20
CUST-00768,47,Male,130634.83,Single,Bachelor,Retired,Urban,8855.49,33,243.85,Fashion,12,20,15
CUST-00769,40,Female,170094.43,Married,Bachelor,Entrepreneur,Urban,7790.23,43,166.65,Fashion,39,18,24
CUST-00770,29,Female,37340.52,Married,Bachelor,Technician,Urban,2939.45,15,186.77,Fashion,82,7,8
CUST-00771,49,Male,100668.09,Single,PhD,Student,Suburban,5238.27,33,158.9,Fashion,105,19,14
CUST-00772,29,Female,38583.19,Married,Bachelor,Entrepreneur,Rural,607.3,19,28.03,Sports,127,5,13
CUST-00773,25,Male,45061.48,Married,PhD,Service,Suburban,2419.99,8,266.52,Sports,119,3,6
CUST-00774,39,Male,70003.1,Single,Master,Student,Urban,895.58,3,307.28,Groceries,365,0,5
CUST-00775,39,Female,156545.27,Divorced,Bachelor,Retired,Urban,9119.03,42,211.79,Fashion,45,13,29
CUST-00776,39,Male,68205.03,Married,Bachelor,Service,Urban,4270.18,32,160.45,Beauty,36,25,8
CUST-00777,18,Female,35515.89,Married,Bachelor,Entrepreneur,Rural,2830.45,19,156.79,Fashion,11,5,15
CUST-00778,44,Male,104473.34,Married,High School,Entrepreneur,Urban,5894.23,26,181.01,Home,29,13,15
CUST-00779,45,Male,77500.19,Widowed,Bachelor,Retired,Suburban,2246.27,1,1500.0,Home,195,0,2
CUST-00780,31,Male,82872.69,Single,Bachelor,Service,Urban,7240.56,39,207.85,Beauty,44,34,3
CUST-00781,33,Female,72027.87,Divorced,Master,Professional,Suburban,5213.71,19,313.66,Home,11,6,11
CUST-00782,24,Male,78139.04,Divorced,High School,Entrepreneur,Urban,6192.7,39,186.81,Books,40,31,6
CUST-00783,33,Male,84105.42,Married,Bachelor,Technician,Urban,4568.46,17,226.83,Fashion,110,7,9
CUST-00784,41,Male,23623.61,Single,Bachelor,Technician,Urban,883.41,9,97.84,Beauty,90,4,6
CUST-00785,19,Female,67384.18,Married,High School,Student,Urban,4173.62,29,147.93,Electronics,16,23,4
CUST-00786,44,Male,70017.07,Married,High School,Manager,Suburban,4113.18,37,89.52,Fashion,131,24,15
CUST-00787,43,Female,50025.93,Widowed,High School,Technician,Urban,637.36,11,52.56,Home,242,1,8
CUST-00788,41,Female,75661.49,Widowed,High School,Entrepreneur,Urban,4197.23,29,134.95,Groceries,111,18,12
CUST-00789,63,Male,40042.91,Single,Bachelor,Technician,Suburban,2227.64,5,558.55,Fashion,183,1,6
CUST-00790,36,Male,31342.68,Widowed,High School,Technician,Rural,1030.74,14,75.64,Beauty,120,6,7
CUST-00791,31,Female,47967.15,Single,High School,Service,Suburban,2939.8,20,182.52,Groceries,74,8,11
CUST-00792,45,Male,73642.11,Married,Bachelor,Manager,Rural,3290.76,17,161.77,Home,114,8,8
CUST-00793,33,Male,94239.31,Married,Bachelor,Technician,Urban,3741.51,28,159.94,Sports,86,16,11
CUST-00794,29,Female,173007.72,Single,Bachelor,Manager,Urban,7281.61,44,173.75,Home,46,18,24
CUST-00795,34,Male,105191.02,Divorced,Master,Retired,Urban,8967.3,49,135.42,Home,51,18,29
CUST-00796,36,Male,81198.18,Single,Bachelor,Student,Urban,5126.51,23,186.06,Fashion,58,12,10
CUST-00797,53,Male,82856.06,Divorced,Master,Manager,Suburban,8014.29,49,199.48,Electronics,73,22,28
CUST-00798,47,Male,107448.92,Single,PhD,Student,Urban,8775.73,33,227.99,Electronics,1,13,20
CUST-00799,37,Female,80418.45,Single,Bachelor,Technician,Suburban,1228.72,5,240.25,Home,179,1,5
CUST-00800,71,Male,73742.33,Single,High School,Professional,Urban,1680.17,5,369.34,Home,185,1,6
CUST-00801,63,Male,73112.73,Divorced,PhD,Manager,Urban,2172.46,7,393.56,Home,312,1,7
CUST-00802,18,Male,71807.75,Married,High School,Retired,Urban,3692.93,17,136.34,Home,35,8,8
CUST-00803,36,Female,67585.06,Single,High School,Service,Urban,6858.67,38,171.05,Beauty,26,32,4
CUST-00804,22,Female,31294.32,Married,Bachelor,Professional,Urban,2240.54,9,230.92,Fashion,15,4,5
CUST-00805,33,Female,106305.98,Married,High School,Technician,Suburban,8803.64,41,262.36,Beauty,1,16,25
CUST-00806,29,Male,135354.83,Single,Bachelor,Retired,Suburban,12292.89,42,298.92,Fashion,17,19,23
CUST-00807,24,Female,51490.72,Married,PhD,Service,Urban,2447.32,13,221.67,Fashion,145,5,10
CUST-00808,29,Female,49104.0,Single,Bachelor,Technician,Urban,11520.4,43,271.06,Electronics,3,19,26
CUST-00809,41,Female,50580.76,Married,Master,Retired,Urban,1128.49,19,68.13,Beauty,143,8,12
