Customer_ID,Assigned_Segment,Cluster
CUST-01498,Budget Shoppers,2
CUST-01499,Occasional Buyers,1
CUST-01500,Budget Shoppers,2
CUST-01501,Budget Shoppers,2
CUST-01502,Occasional Buyers,1
CUST-01503,Budget Shoppers,2
CUST-01504,Occasional Buyers,1
CUST-01505,At-Risk Customers,0
CUST-01506,Budget Shoppers,2
CUST-01507,Budget Shoppers,2
CUST-01508,Occasional Buyers,1
CUST-01509,Occasional Buyers,1
CUST-01510,Budget Shoppers,2
CUST-01511,Premium Loyalists,3
CUST-01512,Budget Shoppers,2
CUST-01513,Budget Shoppers,2
CUST-01514,Budget Shoppers,2
CUST-01515,Occasional Buyers,1
CUST-01516,Occasional Buyers,1
CUST-01517,Premium Loyalists,3
CUST-01518,Occasional Buyers,1
CUST-01519,Premium Loyalists,3
CUST-01520,Occasional Buyers,1
CUST-01521,Occasional Buyers,1
CUST-01522,Budget Shoppers,2
CUST-01523,Occasional Buyers,1
CUST-01524,Budget Shoppers,2
CUST-01525,At-Risk Customers,0
CUST-01526,Premium Loyalists,3
CUST-01527,Occasional Buyers,1
CUST-01528,Budget Shoppers,2
CUST-01529,Premium Loyalists,3
CUST-01530,Occasional Buyers,1
CUST-01531,Occasional Buyers,1
CUST-01532,Premium Loyalists,3
CUST-01533,Budget Shoppers,2
CUST-01534,Budget Shoppers,2
CUST-01535,Occasional Buyers,1
CUST-01536,Occasional Buyers,1
CUST-01537,Budget Shoppers,2
CUST-01538,Budget Shoppers,2
CUST-01539,Budget Shoppers,2
CUST-01540,Occasional Buyers,1
CUST-01541,Budget Shoppers,2
CUST-01542,Occasional Buyers,1
CUST-01543,Occasional Buyers,1
CUST-01544,Premium Loyalists,3
CUST-01545,Occasional Buyers,1
CUST-01546,Occasional Buyers,1
CUST-01547,Occasional Buyers,1
CUST-01548,Budget Shoppers,2
CUST-01549,Occasional Buyers,1
CUST-01550,Occasional Buyers,1
CUST-01551,Premium Loyalists,3
CUST-01552,Occasional Buyers,1
CUST-01553,Occasional Buyers,1
CUST-01554,Occasional Buyers,1
CUST-01555,Occasional Buyers,1
CUST-01556,Budget Shoppers,2
CUST-01557,Occasional Buyers,1
CUST-01558,Budget Shoppers,2
CUST-01559,Budget Shoppers,2
CUST-01560,Premium Loyalists,3
CUST-01561,Occasional Buyers,1
CUST-01562,Budget Shoppers,2
CUST-01563,Premium Loyalists,3
CUST-01564,Premium Loyalists,3
CUST-01565,Budget Shoppers,2
CUST-01566,Occasional Buyers,1
CUST-01567,Premium Loyalists,3
CUST-01568,Occasional Buyers,1
CUST-01569,Occasional Buyers,1
CUST-01570,Budget Shoppers,2
CUST-01571,Occasional Buyers,1
CUST-01572,Budget Shoppers,2
CUST-01573,Budget Shoppers,2
CUST-01574,Budget Shoppers,2
CUST-01575,Premium Loyalists,3
CUST-01576,Occasional Buyers,1
CUST-01577,Budget Shoppers,2
CUST-01578,Budget Shoppers,2
CUST-01579,Occasional Buyers,1
CUST-01580,Occasional Buyers,1
CUST-01581,Occasional Buyers,1
CUST-01582,Occasional Buyers,1
CUST-01583,Occasional Buyers,1
CUST-01584,Occasional Buyers,1
CUST-01585,Budget Shoppers,2
CUST-01586,Occasional Buyers,1
CUST-01587,Budget Shoppers,2
CUST-01588,Budget Shoppers,2
CUST-01589,Occasional Buyers,1
CUST-01590,Premium Loyalists,3
CUST-01591,Occasional Buyers,1
CUST-01592,Premium Loyalists,3
CUST-01593,Occasional Buyers,1
CUST-01594,Occasional Buyers,1
CUST-01595,Budget Shoppers,2
CUST-01596,Budget Shoppers,2
CUST-01597,Occasional Buyers,1
CUST-01598,Premium Loyalists,3
CUST-01599,Budget Shoppers,2
CUST-01600,Occasional Buyers,1
CUST-01601,Occasional Buyers,1
CUST-01602,Premium Loyalists,3
CUST-01603,Budget Shoppers,2
CUST-01604,Budget Shoppers,2
CUST-01605,Occasional Buyers,1
CUST-01606,Occasional Buyers,1
CUST-01607,Occasional Buyers,1
CUST-01608,Occasional Buyers,1
CUST-01609,Occasional Buyers,1
CUST-01610,Budget Shoppers,2
CUST-01611,Occasional Buyers,1
CUST-01612,Budget Shoppers,2
CUST-01613,Budget Shoppers,2
CUST-01614,Occasional Buyers,1
CUST-01615,Budget Shoppers,2
CUST-01616,Occasional Buyers,1
CUST-01617,Premium Loyalists,3
CUST-01618,Budget Shoppers,2
CUST-01619,Occasional Buyers,1
CUST-01620,Premium Loyalists,3
CUST-01621,Occasional Buyers,1
CUST-01622,Budget Shoppers,2
CUST-01623,Budget Shoppers,2
CUST-01624,Premium Loyalists,3
CUST-01625,Occasional Buyers,1
CUST-01626,Budget Shoppers,2
CUST-01627,Occasional Buyers,1
CUST-01628,Occasional Buyers,1
CUST-01629,Budget Shoppers,2
CUST-01630,Budget Shoppers,2
CUST-01631,Occasional Buyers,1
CUST-01632,Occasional Buyers,1
CUST-01633,Budget Shoppers,2
CUST-01634,Budget Shoppers,2
CUST-01635,Occasional Buyers,1
CUST-01636,Occasional Buyers,1
CUST-01637,Occasional Buyers,1
CUST-01638,Occasional Buyers,1
CUST-01639,Occasional Buyers,1
CUST-01640,Budget Shoppers,2
CUST-01641,Budget Shoppers,2
CUST-01642,Premium Loyalists,3
CUST-01643,Occasional Buyers,1
CUST-01644,Occasional Buyers,1
CUST-01645,Occasional Buyers,1
CUST-01646,Occasional Buyers,1
CUST-01647,Budget Shoppers,2
CUST-01648,Budget Shoppers,2
CUST-01649,Occasional Buyers,1
CUST-01650,Budget Shoppers,2
CUST-01651,Occasional Buyers,1
CUST-01652,Occasional Buyers,1
CUST-01653,At-Risk Customers,0
CUST-01654,Occasional Buyers,1
CUST-01655,Occasional Buyers,1
CUST-01656,Occasional Buyers,1
CUST-01657,Occasional Buyers,1
CUST-01658,Budget Shoppers,2
CUST-01659,Occasional Buyers,1
CUST-01660,Premium Loyalists,3
CUST-01661,Premium Loyalists,3
CUST-01662,Budget Shoppers,2
CUST-01663,Budget Shoppers,2
CUST-01664,Occasional Buyers,1
CUST-01665,Occasional Buyers,1
CUST-01666,Occasional Buyers,1
CUST-01667,Budget Shoppers,2
CUST-01668,Budget Shoppers,2
CUST-01669,Premium Loyalists,3
CUST-01670,Premium Loyalists,3
CUST-01671,Occasional Buyers,1
CUST-01672,Budget Shoppers,2
CUST-01673,Budget Shoppers,2
CUST-01674,Premium Loyalists,3
CUST-01675,Budget Shoppers,2
CUST-01676,Occasional Buyers,1
CUST-01677,Budget Shoppers,2
CUST-01678,Occasional Buyers,1
CUST-01679,Occasional Buyers,1
CUST-01680,Budget Shoppers,2
CUST-01681,Budget Shoppers,2
CUST-01682,Budget Shoppers,2
CUST-01683,Budget Shoppers,2
CUST-01684,Occasional Buyers,1
CUST-01685,Premium Loyalists,3
CUST-01686,Occasional Buyers,1
CUST-01687,Budget Shoppers,2
CUST-01688,Budget Shoppers,2
CUST-01689,Budget Shoppers,2
CUST-01690,Budget Shoppers,2
CUST-01691,At-Risk Customers,0
CUST-01692,Occasional Buyers,1
CUST-01693,Occasional Buyers,1
CUST-01694,Budget Shoppers,2
CUST-01695,Budget Shoppers,2
CUST-01696,Budget Shoppers,2
CUST-01697,Occasional Buyers,1
CUST-01698,Budget Shoppers,2
CUST-01699,Occasional Buyers,1
CUST-01700,Budget Shoppers,2
CUST-01701,Occasional Buyers,1
CUST-01702,Occasional Buyers,1
CUST-01703,Occasional Buyers,1
CUST-01704,Budget Shoppers,2
CUST-01705,Occasional Buyers,1
CUST-01706,Occasional Buyers,1
CUST-01707,Premium Loyalists,3
CUST-01708,Budget Shoppers,2
CUST-01709,Occasional Buyers,1
CUST-01710,Occasional Buyers,1
CUST-01711,Budget Shoppers,2
CUST-01712,Occasional Buyers,1
CUST-01713,Occasional Buyers,1
CUST-01714,Occasional Buyers,1
CUST-01715,Occasional Buyers,1
CUST-01716,Budget Shoppers,2
CUST-01717,Occasional Buyers,1
CUST-01718,Budget Shoppers,2
CUST-01719,Occasional Buyers,1
CUST-01720,Budget Shoppers,2
CUST-01721,Premium Loyalists,3
CUST-01722,Occasional Buyers,1
CUST-01723,Budget Shoppers,2
CUST-01724,Budget Shoppers,2
CUST-01725,Budget Shoppers,2
CUST-01726,Premium Loyalists,3
CUST-01727,Occasional Buyers,1
CUST-01728,Occasional Buyers,1
CUST-01729,Premium Loyalists,3
CUST-01730,Occasional Buyers,1
CUST-01731,Occasional Buyers,1
CUST-01732,Premium Loyalists,3
CUST-01733,Budget Shoppers,2
CUST-01734,Occasional Buyers,1
CUST-01735,Occasional Buyers,1
CUST-01736,Budget Shoppers,2
CUST-01737,Occasional Buyers,1
CUST-01738,Occasional Buyers,1
CUST-01739,Budget Shoppers,2
CUST-01740,Budget Shoppers,2
CUST-01741,Occasional Buyers,1
CUST-01742,Occasional Buyers,1
CUST-01743,Premium Loyalists,3
CUST-01744,Occasional Buyers,1
CUST-01745,Budget Shoppers,2
CUST-01746,Budget Shoppers,2
CUST-01747,Budget Shoppers,2
CUST-01748,Budget Shoppers,2
CUST-01749,Occasional Buyers,1
CUST-01750,Occasional Buyers,1
CUST-01751,Budget Shoppers,2
CUST-01752,Occasional Buyers,1
CUST-01753,Occasional Buyers,1
CUST-01754,Budget Shoppers,2
CUST-01755,Occasional Buyers,1
CUST-01756,Occasional Buyers,1
CUST-01757,Premium Loyalists,3
CUST-01758,Premium Loyalists,3
CUST-01759,Occasional Buyers,1
CUST-01760,Occasional Buyers,1
CUST-01761,Occasional Buyers,1
CUST-01762,Premium Loyalists,3
CUST-01763,Occasional Buyers,1
CUST-01764,Premium Loyalists,3
CUST-01765,Premium Loyalists,3
CUST-01766,Premium Loyalists,3
CUST-01767,Occasional Buyers,1
CUST-01768,Premium Loyalists,3
CUST-01769,Premium Loyalists,3
CUST-01770,Budget Shoppers,2
CUST-01771,Budget Shoppers,2
CUST-01772,Budget Shoppers,2
CUST-01773,Occasional Buyers,1
CUST-01774,Occasional Buyers,1
CUST-01775,Budget Shoppers,2
CUST-01776,Budget Shoppers,2
CUST-01777,Budget Shoppers,2
CUST-01778,Occasional Buyers,1
CUST-01779,Occasional Buyers,1
CUST-01780,Budget Shoppers,2
CUST-01781,Premium Loyalists,3
CUST-01782,Budget Shoppers,2
CUST-01783,Occasional Buyers,1
CUST-01784,Premium Loyalists,3
CUST-01785,Occasional Buyers,1
CUST-01786,Budget Shoppers,2
CUST-01787,Occasional Buyers,1
CUST-01788,Budget Shoppers,2
CUST-01789,Occasional Buyers,1
CUST-01790,Premium Loyalists,3
CUST-01791,At-Risk Customers,0
CUST-01792,Occasional Buyers,1
CUST-01793,Occasional Buyers,1
CUST-01794,Budget Shoppers,2
CUST-01795,Premium Loyalists,3
CUST-01796,Occasional Buyers,1
CUST-01797,Budget Shoppers,2
CUST-01798,Occasional Buyers,1
CUST-01799,Budget Shoppers,2
CUST-01800,Budget Shoppers,2
CUST-01801,Budget Shoppers,2
CUST-01802,Budget Shoppers,2
CUST-01803,Premium Loyalists,3
CUST-01804,Occasional Buyers,1
CUST-01805,Budget Shoppers,2
CUST-01806,Budget Shoppers,2
CUST-01807,Premium Loyalists,3
CUST-01808,Occasional Buyers,1
CUST-01809,Occasional Buyers,1
CUST-01810,Premium Loyalists,3
CUST-01811,Occasional Buyers,1
CUST-01812,Occasional Buyers,1
CUST-01813,Budget Shoppers,2
CUST-01814,Occasional Buyers,1
CUST-01815,Budget Shoppers,2
CUST-01816,Budget Shoppers,2
CUST-01817,Budget Shoppers,2
CUST-01818,Occasional Buyers,1
CUST-01819,Occasional Buyers,1
CUST-01820,Budget Shoppers,2
CUST-01821,Occasional Buyers,1
CUST-01822,Budget Shoppers,2
CUST-01823,Budget Shoppers,2
CUST-01824,Budget Shoppers,2
CUST-01825,At-Risk Customers,0
CUST-01826,Premium Loyalists,3
CUST-01827,Budget Shoppers,2
CUST-01828,Budget Shoppers,2
CUST-01829,Occasional Buyers,1
CUST-01830,Budget Shoppers,2
CUST-01831,Occasional Buyers,1
CUST-01832,Occasional Buyers,1
CUST-01833,Occasional Buyers,1
CUST-01834,Occasional Buyers,1
CUST-01835,Occasional Buyers,1
CUST-01836,Premium Loyalists,3
CUST-01837,Premium Loyalists,3
CUST-01838,Occasional Buyers,1
CUST-01839,Budget Shoppers,2
CUST-01840,Budget Shoppers,2
CUST-01841,Premium Loyalists,3
CUST-01842,Budget Shoppers,2
CUST-01843,Premium Loyalists,3
CUST-01844,Occasional Buyers,1
CUST-01845,Premium Loyalists,3
CUST-01846,At-Risk Customers,0
CUST-01847,Occasional Buyers,1
CUST-01848,Budget Shoppers,2
CUST-01849,Budget Shoppers,2
CUST-01850,Budget Shoppers,2
CUST-01851,Occasional Buyers,1
CUST-01852,Occasional Buyers,1
CUST-01853,Budget Shoppers,2
CUST-01854,At-Risk Customers,0
CUST-01855,Budget Shoppers,2
CUST-01856,Occasional Buyers,1
CUST-01857,Occasional Buyers,1
CUST-01858,Occasional Buyers,1
CUST-01859,Occasional Buyers,1
CUST-01860,Budget Shoppers,2
CUST-01861,Occasional Buyers,1
CUST-01862,Premium Loyalists,3
CUST-01863,Occasional Buyers,1
CUST-01864,Budget Shoppers,2
CUST-01865,Budget Shoppers,2
CUST-01866,Occasional Buyers,1
CUST-01867,Occasional Buyers,1
CUST-01868,Occasional Buyers,1
CUST-01869,Budget Shoppers,2
CUST-01870,Budget Shoppers,2
CUST-01871,Occasional Buyers,1
CUST-01872,Occasional Buyers,1
CUST-01873,Occasional Buyers,1
CUST-01874,Occasional Buyers,1
CUST-01875,Occasional Buyers,1
CUST-01876,Budget Shoppers,2
CUST-01877,Occasional Buyers,1
CUST-01878,Occasional Buyers,1
CUST-01879,Budget Shoppers,2
CUST-01880,Budget Shoppers,2
CUST-01881,Budget Shoppers,2
CUST-01882,Budget Shoppers,2
CUST-01883,Budget Shoppers,2
CUST-01884,Budget Shoppers,2
CUST-01885,Budget Shoppers,2
CUST-01886,Occasional Buyers,1
CUST-01887,Premium Loyalists,3
CUST-01888,Occasional Buyers,1
CUST-01889,Occasional Buyers,1
CUST-01890,Occasional Buyers,1
CUST-01891,Occasional Buyers,1
CUST-01892,Budget Shoppers,2
CUST-01893,Occasional Buyers,1
CUST-01894,Premium Loyalists,3
CUST-01895,Occasional Buyers,1
CUST-01896,Premium Loyalists,3
CUST-01897,Budget Shoppers,2
CUST-01898,At-Risk Customers,0
CUST-01899,Premium Loyalists,3
CUST-01900,Premium Loyalists,3
CUST-01901,Budget Shoppers,2
CUST-01902,Premium Loyalists,3
CUST-01903,Budget Shoppers,2
CUST-01904,Premium Loyalists,3
CUST-01905,Budget Shoppers,2
CUST-01906,Occasional Buyers,1
CUST-01907,Occasional Buyers,1
CUST-01908,Premium Loyalists,3
CUST-01909,Budget Shoppers,2
CUST-01910,Occasional Buyers,1
CUST-01911,Premium Loyalists,3
CUST-01912,Premium Loyalists,3
CUST-01913,Occasional Buyers,1
CUST-01914,Budget Shoppers,2
CUST-01915,Premium Loyalists,3
CUST-01916,At-Risk Customers,0
CUST-01917,Budget Shoppers,2
CUST-01918,Budget Shoppers,2
CUST-01919,Budget Shoppers,2
CUST-01920,Occasional Buyers,1
CUST-01921,Budget Shoppers,2
CUST-01922,Occasional Buyers,1
CUST-01923,Occasional Buyers,1
CUST-01924,Occasional Buyers,1
CUST-01925,Occasional Buyers,1
CUST-01926,Premium Loyalists,3
CUST-01927,Occasional Buyers,1
CUST-01928,Budget Shoppers,2
CUST-01929,Premium Loyalists,3
CUST-01930,Occasional Buyers,1
CUST-01931,Budget Shoppers,2
CUST-01932,Budget Shoppers,2
CUST-01933,At-Risk Customers,0
CUST-01934,Budget Shoppers,2
CUST-01935,Budget Shoppers,2
CUST-01936,Premium Loyalists,3
CUST-01937,Occasional Buyers,1
CUST-01938,Budget Shoppers,2
CUST-01939,Occasional Buyers,1
CUST-01940,Premium Loyalists,3
CUST-01941,Occasional Buyers,1
CUST-01942,Occasional Buyers,1
CUST-01943,Occasional Buyers,1
CUST-01944,Premium Loyalists,3
CUST-01945,Budget Shoppers,2
CUST-01946,Occasional Buyers,1
CUST-01947,Occasional Buyers,1
CUST-01948,Premium Loyalists,3
CUST-01949,Premium Loyalists,3
CUST-01950,Occasional Buyers,1
CUST-01951,Occasional Buyers,1
CUST-01952,Premium Loyalists,3
CUST-01953,Budget Shoppers,2
CUST-01954,Occasional Buyers,1
CUST-01955,Occasional Buyers,1
CUST-01956,Premium Loyalists,3
CUST-01957,Budget Shoppers,2
CUST-01958,Premium Loyalists,3
CUST-01959,Budget Shoppers,2
CUST-01960,Budget Shoppers,2
CUST-01961,Budget Shoppers,2
CUST-01962,Occasional Buyers,1
CUST-01963,Budget Shoppers,2
CUST-01964,Premium Loyalists,3
CUST-01965,Budget Shoppers,2
CUST-01966,Premium Loyalists,3
CUST-01967,Budget Shoppers,2
CUST-01968,Budget Shoppers,2
CUST-01969,Occasional Buyers,1
CUST-01970,Budget Shoppers,2
CUST-01971,Occasional Buyers,1
CUST-01972,Occasional Buyers,1
CUST-01973,Budget Shoppers,2
CUST-01974,Occasional Buyers,1
CUST-01975,Premium Loyalists,3
CUST-01976,Occasional Buyers,1
CUST-01977,Occasional Buyers,1
CUST-01978,Occasional Buyers,1
CUST-01979,At-Risk Customers,0
CUST-01980,Occasional Buyers,1
CUST-01981,Premium Loyalists,3
CUST-01982,Occasional Buyers,1
CUST-01983,Occasional Buyers,1
CUST-01984,At-Risk Customers,0
CUST-01985,Budget Shoppers,2
CUST-01986,Occasional Buyers,1
CUST-01987,Occasional Buyers,1
CUST-01988,Budget Shoppers,2
CUST-01989,Occasional Buyers,1
CUST-01990,Premium Loyalists,3
CUST-01991,Premium Loyalists,3
CUST-01992,At-Risk Customers,0
CUST-01993,Occasional Buyers,1
CUST-01994,Occasional Buyers,1
CUST-01995,Occasional Buyers,1
CUST-01996,Budget Shoppers,2
CUST-01997,Occasional Buyers,1
CUST-01998,Occasional Buyers,1
CUST-01999,Budget Shoppers,2
CUST-02000,Budget Shoppers,2
CUST-02001,Budget Shoppers,2
CUST-02002,Occasional Buyers,1
CUST-02003,Occasional Buyers,1
CUST-02004,Occasional Buyers,1
CUST-02005,Premium Loyalists,3
CUST-02006,Occasional Buyers,1
CUST-02007,Budget Shoppers,2
CUST-02008,Premium Loyalists,3
CUST-02009,Premium Loyalists,3
CUST-02010,Budget Shoppers,2
CUST-02011,Premium Loyalists,3
CUST-02012,Occasional Buyers,1
CUST-02013,Premium Loyalists,3
CUST-02014,Occasional Buyers,1
CUST-02015,Occasional Buyers,1
CUST-02016,Budget Shoppers,2
CUST-02017,Occasional Buyers,1
CUST-02018,Premium Loyalists,3
CUST-02019,Occasional Buyers,1
CUST-02020,Occasional Buyers,1
CUST-02021,Occasional Buyers,1
CUST-02022,Premium Loyalists,3
CUST-02023,Premium Loyalists,3
CUST-02024,Occasional Buyers,1
CUST-02025,Occasional Buyers,1
CUST-02026,Occasional Buyers,1
CUST-02027,Budget Shoppers,2
CUST-02028,Occasional Buyers,1
CUST-02029,Budget Shoppers,2
CUST-02030,Budget Shoppers,2
CUST-02031,Premium Loyalists,3
CUST-02032,Budget Shoppers,2
CUST-02033,Occasional Buyers,1
CUST-02034,Occasional Buyers,1
CUST-02035,Premium Loyalists,3
CUST-02036,Budget Shoppers,2
CUST-02037,Occasional Buyers,1
CUST-02038,Premium Loyalists,3
CUST-02039,Budget Shoppers,2
CUST-02040,Budget Shoppers,2
CUST-02041,Occasional Buyers,1
CUST-02042,At-Risk Customers,0
CUST-02043,Budget Shoppers,2
CUST-02044,Occasional Buyers,1
CUST-02045,Occasional Buyers,1
CUST-02046,Premium Loyalists,3
CUST-02047,Occasional Buyers,1
CUST-02048,Budget Shoppers,2
CUST-02049,Occasional Buyers,1
CUST-02050,Occasional Buyers,1
CUST-02051,Occasional Buyers,1
CUST-02052,Premium Loyalists,3
CUST-02053,Occasional Buyers,1
CUST-02054,Budget Shoppers,2
CUST-02055,Occasional Buyers,1
CUST-02056,Occasional Buyers,1
CUST-02057,Occasional Buyers,1
CUST-02058,Occasional Buyers,1
CUST-02059,Premium Loyalists,3
CUST-02060,Premium Loyalists,3
CUST-02061,Occasional Buyers,1
CUST-02062,Occasional Buyers,1
CUST-02063,Budget Shoppers,2
CUST-02064,Premium Loyalists,3
CUST-02065,Occasional Buyers,1
CUST-02066,Premium Loyalists,3
CUST-02067,Budget Shoppers,2
CUST-02068,Occasional Buyers,1
CUST-02069,Occasional Buyers,1
CUST-02070,Budget Shoppers,2
CUST-02071,Occasional Buyers,1
CUST-02072,Occasional Buyers,1
CUST-02073,Occasional Buyers,1
CUST-02074,Occasional Buyers,1
CUST-02075,Occasional Buyers,1
CUST-02076,Budget Shoppers,2
CUST-02077,Occasional Buyers,1
CUST-02078,Occasional Buyers,1
CUST-02079,Occasional Buyers,1
CUST-02080,Premium Loyalists,3
CUST-02081,Occasional Buyers,1
CUST-02082,Occasional Buyers,1
CUST-02083,Budget Shoppers,2
CUST-02084,Occasional Buyers,1
CUST-02085,Budget Shoppers,2
CUST-02086,Occasional Buyers,1
CUST-02087,Budget Shoppers,2
CUST-02088,Occasional Buyers,1
CUST-02089,Budget Shoppers,2
CUST-02090,Occasional Buyers,1
CUST-02091,Occasional Buyers,1
CUST-02092,Occasional Buyers,1
CUST-02093,Budget Shoppers,2
CUST-02094,Budget Shoppers,2
CUST-02095,Occasional Buyers,1
CUST-02096,Occasional Buyers,1
CUST-02097,Premium Loyalists,3
CUST-02098,At-Risk Customers,0
CUST-02099,Premium Loyalists,3
CUST-02100,Occasional Buyers,1
CUST-02101,Budget Shoppers,2
CUST-02102,Premium Loyalists,3
CUST-02103,At-Risk Customers,0
CUST-02104,Occasional Buyers,1
CUST-02105,Budget Shoppers,2
CUST-02106,Budget Shoppers,2
CUST-02107,Budget Shoppers,2
CUST-02108,Occasional Buyers,1
CUST-02109,Occasional Buyers,1
CUST-02110,Premium Loyalists,3
CUST-02111,Occasional Buyers,1
CUST-02112,Budget Shoppers,2
CUST-02113,Premium Loyalists,3
CUST-02114,Budget Shoppers,2
CUST-02115,Premium Loyalists,3
CUST-02116,Occasional Buyers,1
CUST-02117,Occasional Buyers,1
CUST-02118,Premium Loyalists,3
CUST-02119,Occasional Buyers,1
CUST-02120,Occasional Buyers,1
CUST-02121,Occasional Buyers,1
CUST-02122,Premium Loyalists,3
CUST-02123,Occasional Buyers,1
CUST-02124,Budget Shoppers,2
CUST-02125,Budget Shoppers,2
CUST-02126,Occasional Buyers,1
CUST-02127,Occasional Buyers,1
CUST-02128,Occasional Buyers,1
CUST-02129,Premium Loyalists,3
CUST-02130,Premium Loyalists,3
CUST-02131,Occasional Buyers,1
CUST-02132,At-Risk Customers,0
CUST-02133,Occasional Buyers,1
CUST-02134,Occasional Buyers,1
CUST-02135,Budget Shoppers,2
CUST-02136,Budget Shoppers,2
CUST-02137,Occasional Buyers,1
CUST-02138,At-Risk Customers,0
CUST-02139,Budget Shoppers,2
CUST-02140,Budget Shoppers,2
CUST-02141,Occasional Buyers,1
CUST-02142,Occasional Buyers,1
CUST-02143,Budget Shoppers,2
CUST-02144,Budget Shoppers,2
CUST-02145,Budget Shoppers,2
CUST-02146,Occasional Buyers,1
CUST-02147,Premium Loyalists,3
CUST-02148,Occasional Buyers,1
CUST-02149,Budget Shoppers,2
CUST-02150,Occasional Buyers,1
CUST-02151,Budget Shoppers,2
CUST-02152,Premium Loyalists,3
CUST-02153,Budget Shoppers,2
CUST-02154,At-Risk Customers,0
CUST-02155,Budget Shoppers,2
CUST-02156,Occasional Buyers,1
CUST-02157,Premium Loyalists,3
CUST-02158,Premium Loyalists,3
CUST-02159,Occasional Buyers,1
CUST-02160,Premium Loyalists,3
CUST-02161,Occasional Buyers,1
CUST-02162,Occasional Buyers,1
CUST-02163,Occasional Buyers,1
CUST-02164,Occasional Buyers,1
CUST-02165,Occasional Buyers,1
CUST-02166,Occasional Buyers,1
CUST-02167,Occasional Buyers,1
CUST-02168,Occasional Buyers,1
CUST-02169,Occasional Buyers,1
CUST-02170,Budget Shoppers,2
CUST-02171,Occasional Buyers,1
CUST-02172,Occasional Buyers,1
CUST-02173,Budget Shoppers,2
CUST-02174,Premium Loyalists,3
CUST-02175,Occasional Buyers,1
CUST-02176,Budget Shoppers,2
CUST-02177,Occasional Buyers,1
CUST-02178,Budget Shoppers,2
CUST-02179,Occasional Buyers,1
CUST-02180,Occasional Buyers,1
CUST-02181,Budget Shoppers,2
CUST-02182,Occasional Buyers,1
CUST-02183,Budget Shoppers,2
CUST-02184,Premium Loyalists,3
CUST-02185,Budget Shoppers,2
CUST-02186,Premium Loyalists,3
CUST-02187,Budget Shoppers,2
CUST-02188,Budget Shoppers,2
CUST-02189,Occasional Buyers,1
CUST-02190,Premium Loyalists,3
CUST-02191,Premium Loyalists,3
CUST-02192,Budget Shoppers,2
CUST-02193,Budget Shoppers,2
CUST-02194,Premium Loyalists,3
CUST-02195,Budget Shoppers,2
CUST-02196,Budget Shoppers,2
CUST-02197,Premium Loyalists,3
CUST-02198,Budget Shoppers,2
CUST-02199,Occasional Buyers,1
CUST-02200,Occasional Buyers,1
CUST-02201,Premium Loyalists,3
CUST-02202,Occasional Buyers,1
CUST-02203,Occasional Buyers,1
CUST-02204,Occasional Buyers,1
CUST-02205,Occasional Buyers,1
CUST-02206,Budget Shoppers,2
CUST-02207,At-Risk Customers,0
CUST-02208,Occasional Buyers,1
CUST-02209,Premium Loyalists,3
CUST-02210,Premium Loyalists,3
CUST-02211,Occasional Buyers,1
CUST-02212,Occasional Buyers,1
CUST-02213,Occasional Buyers,1
CUST-02214,Occasional Buyers,1
CUST-02215,Occasional Buyers,1
CUST-02216,Premium Loyalists,3
CUST-02217,Premium Loyalists,3
CUST-02218,Occasional Buyers,1
CUST-02219,Premium Loyalists,3
CUST-02220,Occasional Buyers,1
CUST-02221,Occasional Buyers,1
CUST-02222,Occasional Buyers,1
CUST-02223,Occasional Buyers,1
CUST-02224,Budget Shoppers,2
CUST-02225,Occasional Buyers,1
CUST-02226,Occasional Buyers,1
CUST-02227,Budget Shoppers,2
CUST-02228,Premium Loyalists,3
CUST-02229,Premium Loyalists,3
CUST-02230,Budget Shoppers,2
CUST-02231,Occasional Buyers,1
CUST-02232,Budget Shoppers,2
CUST-02233,Premium Loyalists,3
CUST-02234,Occasional Buyers,1
CUST-02235,Budget Shoppers,2
CUST-02236,Occasional Buyers,1
CUST-02237,Premium Loyalists,3
CUST-02238,Occasional Buyers,1
CUST-02239,Occasional Buyers,1
CUST-02240,Budget Shoppers,2
CUST-02241,Occasional Buyers,1
CUST-02242,Premium Loyalists,3
CUST-02243,Occasional Buyers,1
CUST-02244,Occasional Buyers,1
CUST-02245,Occasional Buyers,1
CUST-02246,Budget Shoppers,2
CUST-02247,Occasional Buyers,1
CUST-02248,Budget Shoppers,2
CUST-02249,Occasional Buyers,1
CUST-02250,Budget Shoppers,2
CUST-02251,Occasional Buyers,1
CUST-02252,Budget Shoppers,2
CUST-02253,Occasional Buyers,1
CUST-02254,Budget Shoppers,2
CUST-02255,Occasional Buyers,1
CUST-02256,Budget Shoppers,2
CUST-02257,Premium Loyalists,3
CUST-02258,Budget Shoppers,2
CUST-02259,Premium Loyalists,3
CUST-02260,Occasional Buyers,1
CUST-02261,Budget Shoppers,2
CUST-02262,Premium Loyalists,3
CUST-02263,Occasional Buyers,1
CUST-02264,Premium Loyalists,3
CUST-02265,Budget Shoppers,2
CUST-02266,Premium Loyalists,3
CUST-02267,Budget Shoppers,2
CUST-02268,Budget Shoppers,2
CUST-02269,Budget Shoppers,2
CUST-02270,Occasional Buyers,1
CUST-02271,Budget Shoppers,2
CUST-02272,Budget Shoppers,2
CUST-02273,At-Risk Customers,0
